Code,Long code,Experiment code,Compound code,Smiles,Centroid res,Downloaded,Crystalforms upload name,ConformerSites upload name,CanonSites upload name,CrystalformSites upload name,Quatassemblies upload name,Crystalforms short tag,ConformerSites short tag,CanonSites short tag,CrystalformSites short tag,Quatassemblies short tag,Crystalforms alias,ConformerSites alias,CanonSites alias,CrystalformSites alias,Quatassemblies alias,Pose,[Other] upload_4 2025-04-02,[Other] upload_2 2025-02-28,[Other] upload_1 2025-02-12,[Other] fff_i1_design,[Other] New,[Other] P2 Wave 1,[Other] Active site fragment,[Other] upload_6_2025-02-13,[Other] S2 site,[Other] Fragment Screen,[Other] Bogyo covalents,[Other] Covalent,[Other] upload_1 2024-12-06,[Series] Indazole series,[Other] upload_061224,[Other] upload_5 2025-02-03,[Other] upload_3 2024-12-19,[Other] upload_4 2025-01-06,[Other] S3 site,[Other] S4 site,[Other] S5 site,[Other] Sun-roof open,[Other] upload_2 2024-12-12,[Other] S1 site,[Other] S1' site,[Series] Piperidine series,[Other] upload_3 2025-03-06,[Other] Lactam Series,[Other] P3 compound design,Main status,GOOD count,MEDIOCRE count,BAD count
A0884a,A71EV2A-x0884_A_147_v1,A71EV2A-x0884,Z198195770,CC(=O)Nc1cccc(NC(N)=O)c1,A71EV2A-x0911/A/133/A_v1,True,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F8h - A71EV2A-x0884/A/147/1,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - A0911/A/147/1,F8h - A0884/A/147,A1 - monomer,F8 - A712A_x4271_2.1_refmac1_1st_ref,1b - A0911/A/147,1 - Active Site,F8h - A0884/A/147,A1 - monomer,A0884a,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0900a,A71EV2A-x0900_A_147_v1,A71EV2A-x0900,Z760031264,Nc1ccc(-c2ncno2)cc1,A71EV2A-x0900/A/27/A_v1,True,F2 - A71_2A_open_small_cell,10a - A71EV2A-x0900/A/147,10 - A71EV2A-x0900/A/147/1,F2ah - A71EV2A-x0900/A/147/1,A1 - monomer,F2 - A71_2A_open_small_cell,10a - A0900/A/147,10 - A0900/A/147/1,F2ah - A0900/A/147,A1 - monomer,F2 - A71_2A_open_small_cell,10a - A0900/A/147,10 - A0900/A/147/1,F2ah - A0900/A/147,A1 - monomer,A0900a,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0911a,A71EV2A-x0911_A_147_v1,A71EV2A-x0911,Z1457921102,CN(C(=O)[C@H]1CCNC1)c1ccccc1,A71EV2A-x0911/A/133/A_v1,True,F2 - A71_2A_open_small_cell,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F2b - A71EV2A-x0450/A/201/1,A1 - monomer,F2 - A71_2A_open_small_cell,1b - A0911/A/147,1 - A0911/A/147/1,F2b - A0450/A/201,A1 - monomer,F2 - A71_2A_open_small_cell,1b - A0911/A/147,1 - Active Site,F2b - A0450/A/201,A1 - monomer,A0911a,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,
A0922a,A71EV2A-x0922_A_147_v1,A71EV2A-x0922,Z19733482,Cc1ccccc1OCC(=O)N(C)C,A71EV2A-x0525/A/90/A_v1,False,F1 - A71_2A_open,4d - A71EV2A-x0922/A/147,4 - A71EV2A-x0525/A/246/1,F1z - A71EV2A-x0525/A/246/1,A1 - monomer,F1 - A71_2A_open,4d - A0922/A/147,4 - A0525/A/246/1,F1z - A0525/A/246,A1 - monomer,F1 - A71_2A_open,4d - A0922/A/147,4 - A0525/A/246/1,F1z - A0525/A/246,A1 - monomer,A0922a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A0926a,A71EV2A-x0926_A_250_v1,A71EV2A-x0926,Z32279730,COCC(=O)N1CCC[C@H](C(N)=O)C1,A71EV2A-x0911/A/133/A_v1,True,F3 - A71_2A_open_long_cell,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - A0911/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,A0926a,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,
A1019a,A71EV2A-x1019_A_147_v1,A71EV2A-x1019,NCL-00024665,COc1cc(Br)ccc1CC(=O)O,A71EV2A-x0911/A/133/A_v1,True,F4 - A71_2A_new_model_x2721_4.1_ref3,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F4f - A71EV2A-x0836/A/301/1,A1 - monomer,F4 - A71_2A_new_model_x2721_4.1_ref3,1b - A0911/A/147,1 - A0911/A/147/1,F4f - A0836/A/301,A1 - monomer,F4 - A71_2A_new_model_x2721_4.1_ref3,1b - A0911/A/147,1 - Active Site,F4f - A0836/A/301,A1 - monomer,A1019a,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,,,
A1068a,A71EV2A-x1068_A_301_v1,A71EV2A-x1068,Z1741968196,Nc1ncccn1,A71EV2A-x0911/A/133/A_v1,False,F1 - A71_2A_open,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - A0911/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,A1068a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A1068b,A71EV2A-x1068_A_246_v1,A71EV2A-x1068,Z1741968196,Nc1ncccn1,A71EV2A-x1068/A/54/A_v1,False,F1 - A71_2A_open,15a - A71EV2A-x1068/A/246,15 - A71EV2A-x1068/A/246/1,F1am - A71EV2A-x1068/A/246/1,A1 - monomer,F1 - A71_2A_open,15a - A1068/A/246,15 - A1068/A/246/1,F1am - A1068/A/246,A1 - monomer,F1 - A71_2A_open,15a - A1068/A/246,15 - A1068/A/246/1,F1am - A1068/A/246,A1 - monomer,A1068b,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A1068c,A71EV2A-x1068_A_302_v1,A71EV2A-x1068,Z1741968196,Nc1ncccn1,A71EV2A-x1068/A/130/A_v1,False,F1 - A71_2A_open,16a - A71EV2A-x1068/A/302,16 - A71EV2A-x1068/A/302/1,F1an - A71EV2A-x1068/A/302/1,A1 - monomer,F1 - A71_2A_open,16a - A1068/A/302,16 - A1068/A/302/1,F1an - A1068/A/302,A1 - monomer,F1 - A71_2A_open,16a - A1068/A/302,16 - A1068/A/302/1,F1an - A1068/A/302,A1 - monomer,A1068c,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A1080a,A71EV2A-x1080_A_201_v1,A71EV2A-x1080,Z59181971,CCC(=O)NO,A71EV2A-x0911/A/133/A_v1,True,F2 - A71_2A_open_small_cell,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F2b - A71EV2A-x0450/A/201/1,A1 - monomer,F2 - A71_2A_open_small_cell,1b - A0911/A/147,1 - A0911/A/147/1,F2b - A0450/A/201,A1 - monomer,F2 - A71_2A_open_small_cell,1b - A0911/A/147,1 - Active Site,F2b - A0450/A/201,A1 - monomer,A1080a,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,,,,
A1081a,A71EV2A-x1081_A_147_v1,A71EV2A-x1081,Z1741976468,O=C1NCCN1,A71EV2A-x0488/A/68/A_v1,True,F1 - A71_2A_open,7c - A71EV2A-x1081/A/147,7 - A71EV2A-x0488/A/147/1,F1ad - A71EV2A-x0488/A/147/1,A1 - monomer,F1 - A71_2A_open,7c - A1081/A/147,7 - A0488/A/147/1,F1ad - A0488/A/147,A1 - monomer,F1 - A71_2A_open,7c - A1081/A/147,7 - A0488/A/147/1,F1ad - A0488/A/147,A1 - monomer,A1081a,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A1081b,A71EV2A-x1081_A_201_v1,A71EV2A-x1081,Z1741976468,O=C1NCCN1,A71EV2A-x1081/A/99/A_v1,True,F1 - A71_2A_open,17a - A71EV2A-x1081/A/201,17 - A71EV2A-x1081/A/201/1,F1ao - A71EV2A-x1081/A/201/1,A1 - monomer,F1 - A71_2A_open,17a - A1081/A/201,17 - A1081/A/201/1,F1ao - A1081/A/201,A1 - monomer,F1 - A71_2A_open,17a - A1081/A/201,17 - A1081/A/201/1,F1ao - A1081/A/201,A1 - monomer,A1081b,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A1084a,A71EV2A-x1084_A_147_v1,A71EV2A-x1084,Z1415893881,NC(=O)C1(N)CC1,A71EV2A-x0488/A/68/A_v1,True,F1 - A71_2A_open,7d - A71EV2A-x1084/A/147,7 - A71EV2A-x0488/A/147/1,F1ad - A71EV2A-x0488/A/147/1,A1 - monomer,F1 - A71_2A_open,7d - A1084/A/147,7 - A0488/A/147/1,F1ad - A0488/A/147,A1 - monomer,F1 - A71_2A_open,7d - A1084/A/147,7 - A0488/A/147/1,F1ad - A0488/A/147,A1 - monomer,A1084a,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A1105a,A71EV2A-x1105_A_147_v1,A71EV2A-x1105,Z276142580,c1ccc(-c2ccncc2)cc1,A71EV2A-x3977/A/113/A_v1,False,F1 - A71_2A_open,2a - A71EV2A-x3977/A/202,2 - A71EV2A-x3977/A/202/1,F1t - A71EV2A-x0395/A/147/1,A1 - monomer,F1 - A71_2A_open,2a - A3977/A/202,2 - A3977/A/202/1,F1t - A0395/A/147,A1 - monomer,F1 - A71_2A_open,2a - A3977/A/202,2 - A3977/A/202/1,F1t - A0395/A/147,A1 - monomer,A1105a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A1105b,A71EV2A-x1105_A_148_v1,A71EV2A-x1105,Z276142580,c1ccc(-c2ccncc2)cc1,A71EV2A-x3977/A/113/A_v1,True,F1 - A71_2A_open,2a - A71EV2A-x3977/A/202,2 - A71EV2A-x3977/A/202/1,F1s - A71EV2A-x0152/A/201/1,A1 - monomer,F1 - A71_2A_open,2a - A3977/A/202,2 - A3977/A/202/1,F1s - A0152/A/201,A1 - monomer,F1 - A71_2A_open,2a - A3977/A/202,2 - A3977/A/202/1,F1s - A0152/A/201,A1 - monomer,A1105a,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A1109a,A71EV2A-x1109_A_147_v1,A71EV2A-x1109,Z315923746,O=C(O)c1cnc(-c2ccccc2)s1,A71EV2A-x3977/A/113/A_v1,True,F2 - A71_2A_open_small_cell,2a - A71EV2A-x3977/A/202,2 - A71EV2A-x3977/A/202/1,F2u - A71EV2A-x0497/A/147/1,A1 - monomer,F2 - A71_2A_open_small_cell,2a - A3977/A/202,2 - A3977/A/202/1,F2u - A0497/A/147,A1 - monomer,F2 - A71_2A_open_small_cell,2a - A3977/A/202,2 - A3977/A/202/1,F2u - A0497/A/147,A1 - monomer,A1109a,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A1128a,A71EV2A-x1128_A_147_v1,A71EV2A-x1128,Z57663553,Oc1nnc(-c2ccccc2)o1,A71EV2A-x0900/A/27/A_v1,True,F2 - A71_2A_open_small_cell,10b - A71EV2A-x1128/A/147,10 - A71EV2A-x0900/A/147/1,F2ah - A71EV2A-x0900/A/147/1,A1 - monomer,F2 - A71_2A_open_small_cell,10b - A1128/A/147,10 - A0900/A/147/1,F2ah - A0900/A/147,A1 - monomer,F2 - A71_2A_open_small_cell,10b - A1128/A/147,10 - A0900/A/147/1,F2ah - A0900/A/147,A1 - monomer,A1128a,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A1140a,A71EV2A-x1140_A_147_v1,A71EV2A-x1140,Z56042334,O=C(CN1CCCC1)c1ccccc1Cl,A71EV2A-x0911/A/133/A_v1,True,F2 - A71_2A_open_small_cell,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F2b - A71EV2A-x0450/A/201/1,A1 - monomer,F2 - A71_2A_open_small_cell,1b - A0911/A/147,1 - A0911/A/147/1,F2b - A0450/A/201,A1 - monomer,F2 - A71_2A_open_small_cell,1b - A0911/A/147,1 - Active Site,F2b - A0450/A/201,A1 - monomer,A1140a,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,,,
A1145a,A71EV2A-x1145_A_147_v1,A71EV2A-x1145,Z969111002,Fc1ccc(C[C@@H]2CCCNC2)cc1,A71EV2A-x3181/A/20/A_v1,True,F2 - A71_2A_open_small_cell,5a - A71EV2A-x3181/A/202,5 - A71EV2A-x3181/A/202/1,F2aa - A71EV2A-x0528/A/201/1,A1 - monomer,F2 - A71_2A_open_small_cell,5a - A3181/A/202,5 - A3181/A/202/1,F2aa - A0528/A/201,A1 - monomer,F2 - A71_2A_open_small_cell,5a - A3181/A/202,5 - A3181/A/202/1,F2aa - A0528/A/201,A1 - monomer,A1145a,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A1145b,A71EV2A-x1145_A_201_v1,A71EV2A-x1145,Z969111002,Fc1ccc(C[C@@H]2CCCNC2)cc1,A71EV2A-x3977/A/113/A_v1,True,F2 - A71_2A_open_small_cell,2a - A71EV2A-x3977/A/202,2 - A71EV2A-x3977/A/202/1,F2u - A71EV2A-x0497/A/147/1,A1 - monomer,F2 - A71_2A_open_small_cell,2a - A3977/A/202,2 - A3977/A/202/1,F2u - A0497/A/147,A1 - monomer,F2 - A71_2A_open_small_cell,2a - A3977/A/202,2 - A3977/A/202/1,F2u - A0497/A/147,A1 - monomer,A1145b,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A1146a,A71EV2A-x1146_A_147_v1,A71EV2A-x1146,Z362043378,Oc1cnc(-c2ccccc2)nc1,A71EV2A-x3181/A/20/A_v1,True,F2 - A71_2A_open_small_cell,5a - A71EV2A-x3181/A/202,5 - A71EV2A-x3181/A/202/1,F2aa - A71EV2A-x0528/A/201/1,A1 - monomer,F2 - A71_2A_open_small_cell,5a - A3181/A/202,5 - A3181/A/202/1,F2aa - A0528/A/201,A1 - monomer,F2 - A71_2A_open_small_cell,5a - A3181/A/202,5 - A3181/A/202/1,F2aa - A0528/A/201,A1 - monomer,A1146a,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A1148a,A71EV2A-x1148_A_201_v1,A71EV2A-x1148,Z1213725191,Brc1c[nH]cn1,A71EV2A-x0911/A/133/A_v1,True,F4 - A71_2A_new_model_x2721_4.1_ref3,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F4f - A71EV2A-x0836/A/301/1,A1 - monomer,F4 - A71_2A_new_model_x2721_4.1_ref3,1b - A0911/A/147,1 - A0911/A/147/1,F4f - A0836/A/301,A1 - monomer,F4 - A71_2A_new_model_x2721_4.1_ref3,1b - A0911/A/147,1 - Active Site,F4f - A0836/A/301,A1 - monomer,A1148a,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A1148b,A71EV2A-x1148_A_147_v1,A71EV2A-x1148,Z1213725191,Brc1c[nH]cn1,A71EV2A-x3977/A/113/A_v1,True,F4 - A71_2A_new_model_x2721_4.1_ref3,2a - A71EV2A-x3977/A/202,2 - A71EV2A-x3977/A/202/1,F4v - A71EV2A-x1148/A/147/1,A1 - monomer,F4 - A71_2A_new_model_x2721_4.1_ref3,2a - A3977/A/202,2 - A3977/A/202/1,F4v - A1148/A/147,A1 - monomer,F4 - A71_2A_new_model_x2721_4.1_ref3,2a - A3977/A/202,2 - A3977/A/202/1,F4v - A1148/A/147,A1 - monomer,A1148b,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A1169a,A71EV2A-x1169_A_151_v1,A71EV2A-x1169,Z1143441220,N#Cc1cocn1,A71EV2A-x0911/A/133/A_v1,True,F3 - A71_2A_open_long_cell,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - A0911/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,A1169a,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A1180a,A71EV2A-x1180_A_151_v1,A71EV2A-x1180,Z1198183601,Clc1c[nH]cn1,A71EV2A-x0911/A/133/A_v1,True,F3 - A71_2A_open_long_cell,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F3d - A71EV2A-x0501/A/152/1,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - A0911/A/147/1,F3d - A0501/A/152,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - Active Site,F3d - A0501/A/152,A1 - monomer,A1180a,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,
A1180b,A71EV2A-x1180_B_151_v1,A71EV2A-x1180,Z1198183601,Clc1c[nH]cn1,A71EV2A-x0911/A/133/A_v1,True,F3 - A71_2A_open_long_cell,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - A0911/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,A1180a,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A1209a,A71EV2A-x1209_A_151_v1,A71EV2A-x1209,Z1203730981,Brc1ncc[nH]1,A71EV2A-x0911/A/133/A_v1,True,F3 - A71_2A_open_long_cell,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - A0911/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,A1209a,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A1255a,A71EV2A-x1255_B_201_v1,A71EV2A-x1255,NCL-00024387,COCCn1ccc(Br)cc1=O,A71EV2A-x0911/A/133/A_v1,True,F3 - A71_2A_open_long_cell,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - A0911/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,A1255a,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A1292a,A71EV2A-x1292_A_151_v1,A71EV2A-x1292,Z57473948,O=C(NC1CC1)c1ccccc1O,A71EV2A-x0911/A/133/A_v1,True,F3 - A71_2A_open_long_cell,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - A0911/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,A1292a,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A1293a,A71EV2A-x1293_A_151_v1,A71EV2A-x1293,Z362020366,Nc1nnc2ccccn12,A71EV2A-x3977/A/113/A_v1,True,F3 - A71_2A_open_long_cell,2a - A71EV2A-x3977/A/202,2 - A71EV2A-x3977/A/202/1,F3w - A71EV2A-x1293/A/151/1,A1 - monomer,F3 - A71_2A_open_long_cell,2a - A3977/A/202,2 - A3977/A/202/1,F3w - A1293/A/151,A1 - monomer,F3 - A71_2A_open_long_cell,2a - A3977/A/202,2 - A3977/A/202/1,F3w - A1293/A/151,A1 - monomer,A1293a,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A1346a,A71EV2A-x1346_E_250_v1,A71EV2A-x1346,ASAP-0016618-001,Cc1nn(C)c(C)c1CC(=O)N[C@@H](CNC(=O)CCl)c1ccc2ccccc2c1,A71EV2A-x0911/A/133/A_v1,False,F3 - A71_2A_open_long_cell,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - A0911/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,A1346a,False,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,
A1445a,A71EV2A-x1445_B_201_v1,A71EV2A-x1445,ASAP-0016733-001,COc1cc(NC(=O)C[C@@H](C)C(F)(F)F)n(C)n1,A71EV2A-x0911/A/133/A_v1,False,F3 - A71_2A_open_long_cell,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - A0911/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,A1445a,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,,,
A1445b,A71EV2A-x1445_B_301_v1,A71EV2A-x1445,ASAP-0016733-001,COc1cc(NC(=O)C[C@@H](C)C(F)(F)F)n(C)n1,A71EV2A-x0911/A/133/A_v1,False,F3 - A71_2A_open_long_cell,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F3c - A71EV2A-x0487/A/250/1,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - A0911/A/147/1,F3c - A0487/A/250,A1 - monomer,F3 - A71_2A_open_long_cell,1b - A0911/A/147,1 - Active Site,F3c - A0487/A/250,A1 - monomer,A1445a,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,,,
A1775a,A71EV2A-x1775_E_201_v1,A71EV2A-x1775,ASAP-0024999-003,CCOc1ccc(C(=O)CC)cc1,A71EV2A-x0911/A/133/A_v1,False,F1 - A71_2A_open,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - A0911/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,A1775a,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,,,
A1776a,A71EV2A-x1776_A_201_v1,A71EV2A-x1776,ASAP-0025003-002,CCC(=O)c1ccc(NC(C)=O)cc1,A71EV2A-x0911/A/133/A_v1,False,F1 - A71_2A_open,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - A0911/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,A1776a,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,,,
A1778a,A71EV2A-x1778_A_201_v1,A71EV2A-x1778,ASAP-0025240-002,CCC(=O)c1ccc2c(c1)CCN2C(C)=O,A71EV2A-x0911/A/133/A_v1,False,F1 - A71_2A_open,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - A0911/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,A1778a,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,,,
A1779a,A71EV2A-x1779_F_201_v1,A71EV2A-x1779,ASAP-0025094-002,CCC(=O)c1ccc2c(c1)NC(=O)CO2,A71EV2A-x0911/A/133/A_v1,False,F1 - A71_2A_open,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - A0911/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,A1779a,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,,,,
A2290a,A71EV2A-x2290_F_301_v1,A71EV2A-x2290,ASAP-0030340-001,CNC(=O)c1nn(C)c2ccccc12,A71EV2A-x0911/A/133/A_v1,False,F1 - A71_2A_open,1b - A71EV2A-x0911/A/147,1 - A71EV2A-x0911/A/147/1,F1a - A71EV2A-x0375/A/201/1,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - A0911/A/147/1,F1a - A0375/A/201,A1 - monomer,F1 - A71_2A_open,1b - A0911/A/147,1 - Active Site,F1a - A0375/A/201,A1 - monomer,A2290a,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,,,
